Q59HF2,?,IPR029830;,[GO:0005634];[GO:0000977];[GO:0007623];[GO:0006357],",,,,,,,,"
Q59HG5,?,IPR001909;IPR036051;IPR036236;IPR013087;,[GO:0005622];[GO:0046872];[GO:0003676];[GO:0006355],",,,,,,,"
A0A1S5QRJ8,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DPB1,,,,,,,,"
H0Y2V5,?,IPR036645;IPR008197;IPR029726;,[GO:0005576];[GO:0030414],"WFDC3,,,,,,,,"
A0A2P9ABY7,?,IPR001638;,?,"hisJ BQ8482_110554,,,,,,,,"
A0A0A7C6N4,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-A,,,,,,,,"
B4DXY4,?,IPR036236;IPR013087;,[GO:0003676],",,,,,,,,"
B7Z259,?,IPR036723;IPR001033;IPR030046;IPR006077;,[GO:0005913];[GO:0051015];[GO:0045296];[GO:0048854];[GO:0007155],",,,,,,,,"
A0A0A7C4U2,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
F8W123,?,?,?,"BRF1,,,,,,,,"
A0A0A7CA11,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DPB1,,,,,,,,"
B5MD02,?,?,?,"ODF3B,,,,,,,,"
C7FDU5,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
A0A1B3B500,?,IPR029020;IPR002229;,[GO:0016021],"RHCE,,,,,,,,"
E3SWL2,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
B4DDZ3,?,IPR030540;,[GO:0016021];[GO:0006887],",,,,,,,,"
B2RB02,?,IPR030691;IPR019749;IPR000798;IPR014847;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR011993;IPR007477;IPR029071;,[GO:0005911];[GO:0005856];[GO:0005886];[GO:0008092];[GO:0030866];[GO:0007016];[GO:0001558],",,,,,,,,"
A0A1B0GWZ1,?,IPR029272;,?,"CCDC7,,,,,,,,"
A0A0H4M9X8,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-G,,,,,,,,"
A0A0H4LYZ8,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-G,,,,,,,,"
B7ZA58,?,IPR038043;IPR019835;IPR036885;IPR003121;,[GO:0071565];[GO:0071564];[GO:0016514],",,,,,,,,"
E5RJH4,?,IPR004843;IPR029052;IPR006186;,[GO:0016787],"PPP3CC,,,,,,,,"
A0A0A7C8E3,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
F5H1S8,?,IPR021720;IPR039155;,[GO:0030246],"MLEC,,,,,,,,"
A8K725,?,IPR000418;IPR003118;IPR013761;IPR016311;IPR036388;IPR036390;,[GO:0005634];[GO:0003700];[GO:0043565],",,,,,,,,"
A0A0E3DCD6,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
Q59FV3,?,IPR005804;,[GO:0016021];[GO:0006629],",,,,,,,,"
A0A0E3DDR8,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DRB1,,,,,,,,"
F6KS20,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
B7Z3L1,?,IPR007245;,[GO:0042765];[GO:0016255],",,,,,,,,"
Q3ZCW1,?,IPR029071;IPR001012;,?,"UBXN10,,,,,,,,"
A0A1B0GU26,?,IPR037151;IPR032868;IPR024366;IPR038413;IPR024367;,[GO:0035516];[GO:0035515];[GO:0006307];[GO:0035552];[GO:0035553];[GO:0040014];[GO:0042245],"FTO,,,,,,,,"
I3L1S9,?,IPR027267;IPR004148;,[GO:0005737],"ARHGAP17,,,,,,,,"
F6KRX7,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
A0A0J9YY35,?,?,?,"CC2D2A,,,,,,,,"
A0A0S2Z416,?,IPR031213;,[GO:0005615];[GO:0030335];[GO:0001952];[GO:0051492],"MYOC,,,,,,,,"
Q14888,?,?,?,"MUC5AC,,,,,,,,"
Q5QIP0,?,IPR002240;IPR000355;IPR000276;IPR017452;,[GO:0016021];[GO:0016493];[GO:0006935];[GO:0006955];[GO:0006954],"CCR5,,,,,,,,"
Q5QR63,?,?,?,"HLA-B,,,,,,,,"
Q6P2J1,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR003599;IPR013106;,?,",,,,,,,,"
C6L827,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DRB1,,,,,,,,"
U3RCN8,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
C9JHX5,?,IPR036291;IPR028939;,?,"STEAP2,,,,,,,,"
J3QRF4,?,IPR025670;IPR034237;IPR012677;IPR035979;IPR017325;IPR000504;,[GO:0005634];[GO:0003723];[GO:0006397];[GO:0043484];[GO:0008380],"RBFOX3,,,,,,,,"
R4L8Y9,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
Q8NEU3,?,?,?,"TTL/TEL fusion,,,,,,,,"
B4DLQ5,?,IPR013907;,?,",,,,,,,,"
Q9Y476,?,?,?,",,,,,,,,"
A0A0P1J1R0,?,IPR011057;IPR011323;IPR034737;IPR018103;IPR018105;,[GO:0005829],"seTCTP,,,,,,,,"
B2CY74,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-A,,,,,,,,"
J7F7C4,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
C9JJC9,?,IPR019139;,[GO:0006355],"LRRFIP2,,,,,,,"
B4E314,?,IPR000101;,[GO:0036374];[GO:0016740];[GO:0006751],",,,,,,,,"
A0A1R4A3X5,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;,[GO:0016021];[GO:0042613];[GO:0002504];[GO:0006955],"HLA-DPB1,,,,,,,,"
X5D7R3,?,IPR002284;,[GO:0016020];[GO:0004999],"VIPR2,,,,,,,,"
H3BRK3,?,IPR003680;IPR029039;,?,"NQO1,,,,,,,,"
Q5JUQ2,?,IPR029638;IPR029640;,?,"FAM78A,,,,,,,,"
A0A0A0WB92,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;,[GO:0016021];[GO:0042613];[GO:0002504];[GO:0006955],"HLA-DRB1,,,,,,,,"
M9P9C0,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
H0YHK3,?,IPR029515;IPR037620;IPR037621;IPR037622;IPR030441;IPR001660;IPR013761;,[GO:0045202],"PPFIA2,,,,,,,,"
L8EBE5,?,?,?,"SPRED1,,,,,,,,"
A4PB31,?,?,?,",,,,,,,,"
L8ECN2,?,?,[GO:0016021],"PLD5,,,,,,,,"
A0A2P9AEU1,?,IPR006311;IPR012336;IPR036249;IPR013766;,[GO:0005623];[GO:0045454],"BQ8482_111579,,,,,,,,"
A0A1B0GVH5,?,IPR037151;IPR032868;IPR024366;IPR038413;IPR024367;,[GO:0035516];[GO:0035515];[GO:0006307];[GO:0035552];[GO:0035553];[GO:0040014];[GO:0042245],"FTO,,,,,,,,"
F2X5W6,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
M1VRN1,?,IPR011009;IPR027640;IPR019821;IPR001752;IPR036961;IPR027417;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;,[GO:0005524];[GO:0008017];[GO:0003777];[GO:0004713];[GO:0007018],"KIF5B-RET(NM_020630)_K23;R12,,,,,,,,"
A0A0S2Z5J5,?,IPR000313;IPR011124;,[GO:0008270],"ZCWPW1,,,,,,,,"
Q71SW6,?,IPR000859;IPR000421;IPR008979;IPR014648;IPR027146;IPR035914;,[GO:0016020];[GO:0019838];[GO:0046872];[GO:0017154];[GO:0005021];[GO:0001525];[GO:0009887];[GO:0007411];[GO:0035767];[GO:0048010],"NRP1,,,,,,,,"
B7Z9J9,?,IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013151;,?,",,,,,,,,"
L8EAE8,?,?,?,"WDR26,,,,,,,,"
F2VNH0,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-A,,,,,,,,"
Q6PKX1,?,IPR031213;IPR003112;,[GO:0005615];[GO:0030335];[GO:0001952];[GO:0051492],"MYOC,,,,,,,,"
U6BN44,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,[GO:0016021],"HLA-B,,,,,,,,"
A8K355,?,?,?,",,,,,,,,"
H0YCG9,?,IPR009551;,[GO:0016021];[GO:0017147];[GO:0016055],"WLS,,,,,,,,"
A0A2P9ABP8,?,IPR015942;IPR001920;IPR004380;,[GO:0036361];[GO:0006520],"BQ8482_110512,,,,,,,"
A0A2P9ABZ0,?,IPR001633;IPR035919;IPR000160;IPR029787;IPR035965;,[GO:0016021],"BQ8482_110537,,,,,,,,"
A0A2P9AXC3,?,?,?,"BQ8482_90202,,,,,,,,"
Q16192,?,?,[GO:0004645],"orf3 5' of PD-ECGF/TP,,,,,,,,"
B0QYR0,?,IPR000210;IPR011333;,?,"BTBD3,,,,,,,,"
H0YA03,?,IPR000483;,?,"CHAD,,,,,,,,"
Q9NSI0,?,?,?,"PRED58,,,,,,,,"
A0A2R8Y6S4,?,IPR008908;IPR030775;,[GO:0016021];[GO:0016012],"SGCE,,,,,,,,"
A0A088AWN0,?,IPR001985;IPR016067;,[GO:0004014];[GO:0008295];[GO:0006597],",,,,,,,,"
A0A2R8Y5A7,?,?,[GO:0016021],"TEX51,,,,,,,,"
Q5JWR1,?,IPR026261;IPR029071;,?,"RBCK1,,,,,,,,"
A0A0A7C7N1,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DQB1,,,,,,,,"
I6WZ08,?,IPR030265;,[GO:0034993];[GO:0051015];[GO:0090286],"SYNE1,,,,,,,,"
B7Z8V5,?,IPR030386;IPR003191;IPR036543;IPR015894;IPR027417;,[GO:0016021];[GO:0005525];[GO:0003924],",,,,,,,,"
Q9H8B9,?,IPR011545;IPR014001;IPR001650;IPR027417;IPR004179;IPR036390;,[GO:0005524];[GO:0003676],",,,,,,,,"
F8WD37,?,IPR036396;,[GO:0020037];[GO:0005506];[GO:0016705],"TBXAS1,,,,,,"
A0A0A7C905,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DQB1,,,,,,,,"
M4MGI6,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DQB1,,,,,,,,"
A0A1X9I4V3,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DRB3,,,,,,,,"
Q6ZV26,?,?,?,",,,,,,,,"
H0Y8H8,?,IPR034994;IPR018996;,[GO:0005639];[GO:0006998];[GO:1902531],"LEMD2,,,,,,,,"
H0Y8T0,?,?,?,"NAA11,,,,,,,,"
H0YED1,?,?,?,"DPH2,,,,,,,,"
C9J535,?,IPR016024;,?,"ARMC9,,,,,,,,"
B3KNU0,?,IPR011989;IPR016024;IPR000225;,?,",,,,,,,,"
C9J8H8,?,IPR001614;,[GO:0016021],"GPM6B,,,,,,,,"
A0A2P9ADY3,?,IPR003593;IPR003439;IPR017871;IPR027417;,[GO:0005524];[GO:0016887],"BQ8482_111263,,,,,,,,"
Q5T2Z0,?,IPR026658;IPR026657;IPR032768;,[GO:0005829];[GO:0005654],"PSRC1,,,,,,,,"
F6RU00,?,IPR023601;,[GO:0005801];[GO:0000139];[GO:0016021];[GO:0006888],"GOSR1,,,,,,,,"
E9PLP4,?,IPR026878;,[GO:0016021];[GO:0050770],"LRRC4C,,,,,,,,"
F8W7R3,?,IPR026171;IPR029310;IPR029312;IPR029308;IPR029305;IPR029315;IPR029313;IPR029314;,[GO:0006281],"FANCI,,,,,,,,"
E9PNW2,?,IPR004240;,[GO:0016021],"TM9SF1,,,,,,,,"
E9PQ63,?,IPR036291;IPR002347;,?,"CBR1,,,,,,,,"
D6R954,?,IPR028564;IPR038459;IPR016653;IPR007356;IPR016009;,[GO:0015629];[GO:0005829];[GO:0005730];[GO:0005654];[GO:0008168],"TRMT10A,,,,,,,,"
G0ZML4,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
Q59F15,?,IPR008160;IPR001442;IPR036954;IPR016187;,[GO:0005581];[GO:0005201],",,,,,,,,"
A0A024R8M4,?,IPR029099;IPR029057;IPR005946;,[GO:0000287];[GO:0004749];[GO:0009165],"PRPSAP1 hCG_30891,,,,,,,,"
B4DK87,?,IPR014752;IPR011022;IPR014756;,?,",,,,,,,,"
A0A2P9ACF4,?,IPR029058;,[GO:0016021],"BQ8482_110741,,,,,,,,"
A0A2P9AIB1,?,IPR003997;IPR006144;,[GO:0016020];[GO:0008565];[GO:0009306],"BQ8482_180076,,,,,,,,"
F8VWG7,?,?,?,"ATF7,,,,,,,,"
D6RBN4,?,IPR027370;IPR001841;IPR013083;IPR017907;,[GO:0046872],"TRIM23,,,,,,,,"
K7ERM2,?,IPR000118;IPR039036;IPR037277;,?,"GRN,,,,,,,,"
E5RHX6,?,IPR029006;IPR030012;IPR007123;IPR007122;,[GO:0051015];[GO:0005509];[GO:0051014],"SCIN,,,,,,,,"
Q6ZS45,?,IPR029605;IPR029607;,?,",,,,,,,,"
D6RDG0,?,IPR002159;IPR005429;,[GO:0016021];[GO:0005764];[GO:0005044],"SCARB2,,,,,,,,"
D6N474,?,IPR000568;IPR023011;IPR035908;,[GO:0016021];[GO:0005743];[GO:0045263];[GO:0015078];[GO:0015986],"ATP6,,,,,,,"
A0A0A7C6J2,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DPB1,,,,,,,,"
Q67AI8,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;,[GO:0016021];[GO:0042613];[GO:0002504];[GO:0006955],"HLA-DQB1,,,,,,,,"
A0A0D9SFC8,?,IPR003929;IPR013099;,[GO:0016021];[GO:0006813],"KCNT1,,,,,,,,"
B4DKG7,?,IPR005322;,[GO:0016805],",,,,,,,,"
D5FIG3,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-A,,,,,,,,"
E0WMY6,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
H7C294,?,IPR016197;IPR000953;IPR023780;IPR014001;IPR027417;IPR038718;IPR000330;,[GO:0005524],"CHD6,,,,,,,,"
B4DVH8,?,IPR029058;IPR002921;,[GO:0016021];[GO:0016787];[GO:0006629],",,,,,,,,"
E5RHG5,?,IPR013057;,[GO:0016021],"SLC36A1,,,,,,,,"
A0A0E3DC32,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-A,,,,,,,,"
C9JN36,?,IPR037278;IPR001164;IPR038508;IPR011993;,[GO:0005096],"ADAP1,,,,,,,,"
A0A1C8DTN1,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
B4DPP8,?,IPR000010;IPR027358;IPR018073;,[GO:0004869],",,,,,,,,"
Q0E9R1,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
Q8NI96,?,?,?,"OK/SW-cl.23,,,,,,,,"
Q6F3D6,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
Q6H2F9,?,IPR036179;IPR013783;IPR003599;IPR013151;,[GO:0016021],"KIR3DL1/2V,,,,,,,,"
A0A2P9FIU1,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;,[GO:0016021];[GO:0042612];[GO:0002474];[GO:0006955],"HLA-A,,,,,,,,"
A0A142J2B2,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;,[GO:0016021];[GO:0042612];[GO:0002474];[GO:0006955],"HLA-B,,,,,,,,"
D5FHX6,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
Q8WUE8,?,?,?,"PPPDE1,,,,,,,,"
B2XEL6,?,IPR039017;IPR001421;,[GO:0016021];[GO:0000276];[GO:0015078];[GO:0015986],"ATP8,,,,,,,"
B2RC63,?,IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;,[GO:0005576];[GO:0008083],",,,,,,,,"
B2ZRG2,?,?,?,",,,,,,,,"
D1MYZ0,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
I6L9D0,?,IPR013815;IPR004344;,[GO:0005524];[GO:0006464],"TTLL7,,,,,,,,"
D2U7E1,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
M1F4U2,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-A,,,,,,,,"
L7NVC9,?,IPR002429;IPR034210;IPR001505;IPR008972;IPR014222;IPR011759;IPR036257;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0005507];[GO:0004129],"COX2,,,,,,,,"
A0A0A0YLM8,?,IPR035347;,?,"U83,,,,,,,,"
Q86T68,?,?,?,"DKFZp451A0419,,,,,,,,"
A0JLP2,?,IPR008836;,[GO:0005576];[GO:0050817];[GO:1901318],"SEMG1,,,,,,,,"
C9JTY6,?,IPR009072;IPR037796;IPR004823;,[GO:0005829];[GO:0005654];[GO:0000124];[GO:0046695];[GO:0005669];[GO:0046982];[GO:0006352],"TAF6,,,,,,,"
D1H0T8,?,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-A,,,,,,,,"
M9P9N2,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
A0A0C4DH21,?,IPR035976;IPR000436;,?,"CFHR4,,,,,,,,"
A0A0H4Q180,?,?,[GO:0007229],",,,,,,,,"
A0PFK3,?,IPR011162;IPR014745;IPR000353;,[GO:0042613];[GO:0019882];[GO:0006955],"HLA-DRB1,,,,,,,,"
I6NXG5,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
H0Y4I9,?,IPR008521;,[GO:0016021];[GO:0015095],"NIPAL3,,,,,,,,"
A0A0D9SGD9,?,IPR029684;IPR007421;IPR038461;,[GO:0016021];[GO:0005524],"SLFN12L,,,,,,,,"
Q8NCX5,?,?,?,"DKFZp434A035,,,,,,,,"
A0A0A7C4M7,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-C,,,,,,,,"
A0A0A7C7J4,?,IPR011161;IPR037055;IPR011162;IPR001039;,?,"HLA-B,,,,,,,,"
A0A2P9AEN4,?,IPR016032;IPR000792;IPR036388;,[GO:0003677];[GO:0006355],"BQ8482_111519,,,,,,,"
